"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
8.558695950E1	9.932434081E-2	1.025002743E-1	-1.815928835E-1	2.309710073E-1
8.559699950E1	8.668622372E-2	7.727151216E-2	-1.886317617E-1	2.215114658E-1
8.560704050E1	6.362088572E-2	4.556863066E-2	-1.684302163E-1	1.857225214E-1
8.561708050E1	2.986013149E-2	1.606924497E-2	-1.744259512E-1	1.776914757E-1
8.562712050E1	-1.008749767E-2	-1.175923490E-2	-1.837171769E-1	1.843692987E-1
8.563713050E1	-5.262778225E-2	-4.317351063E-2	-1.852216655E-1	1.973339830E-1
8.564717050E1	-9.084903013E-2	-6.689433063E-2	-1.864232683E-1	2.179037235E-1
8.565721050E1	-1.218166151E-1	-8.587517836E-2	-1.814858794E-1	2.348424119E-1
8.566725150E1	-1.458168864E-1	-8.190166642E-2	-1.560399663E-1	2.287332910E-1
8.567729150E1	-1.567172018E-1	-6.544722699E-2	-1.603803545E-1	2.335925491E-1
8.568730150E1	-1.507123215E-1	-2.947987975E-2	-1.570872027E-1	2.196808057E-1
8.569734150E1	-1.333779126E-1	5.295932852E-4	-1.656182903E-1	2.126484567E-1
8.570738150E1	-1.021899516E-1	1.361067351E-2	-1.588799590E-1	1.893960876E-1
8.571742250E1	-6.408169200E-2	4.201161406E-2	-1.669578874E-1	1.837018648E-1
8.572746250E1	-2.393071678E-2	4.513680465E-2	-1.602119547E-1	1.681602830E-1
8.573747250E1	1.445064431E-2	5.149552376E-2	-1.477766812E-1	1.571577475E-1
8.574751250E1	4.698521915E-2	7.357086419E-2	-1.554008657E-1	1.782406012E-1
8.575755250E1	6.853071048E-2	8.315971314E-2	-1.651247853E-1	1.971755332E-1
8.576759350E1	6.743010918E-2	6.861922271E-2	-1.779962611E-1	2.023316246E-1
8.577763350E1	5.567430038E-2	5.871936584E-2	-1.833873940E-1	2.004458229E-1
8.578764350E1	3.716141263E-2	3.974812034E-2	-1.766590029E-1	1.848493629E-1
8.579768350E1	5.222687339E-3	9.260345064E-4	-1.772653592E-1	1.773446970E-1
8.580772350E1	-4.121119419E-2	-2.467311217E-2	-1.760760355E-1	1.825099868E-1
8.581776350E1	-7.787630612E-2	-3.454023376E-2	-1.665006351E-1	1.870299663E-1
8.582780450E1	-9.826643332E-2	-4.299675113E-2	-1.606645292E-1	1.931789416E-1
8.583781450E1	-1.032045257E-1	-4.927497053E-2	-1.757842594E-1	2.097124286E-1
8.584785450E1	-1.056750565E-1	-4.194385031E-2	-1.711398160E-1	2.054637214E-1
8.585789450E1	-8.609894400E-2	-3.274140182E-2	-1.643973917E-1	1.884450316E-1
8.586793450E1	-5.960699145E-2	-3.047133911E-2	-1.567556655E-1	1.704518542E-1
8.587797550E1	-3.188166926E-2	-4.073280059E-3	-1.554008657E-1	1.586898280E-1
8.588798450E1	-1.304734910E-2	3.244266392E-2	-1.711135036E-1	1.746499094E-1
8.589802550E1	3.186421897E-3	6.446860408E-2	-1.865296876E-1	1.973820624E-1
8.590806550E1	9.375197170E-3	8.632058088E-2	-1.791990334E-1	1.991266697E-1
8.591810550E1	1.929343622E-3	9.695112043E-2	-1.687290090E-1	1.946091483E-1
8.592814650E1	-1.532610040E-2	8.594412982E-2	-1.670923734E-1	1.885235902E-1
8.593815550E1	-3.097263736E-2	7.575822534E-2	-1.762321562E-1	1.943100251E-1
8.594819650E1	-4.981336204E-2	4.847520847E-2	-1.567796391E-1	1.714965659E-1
8.595823650E1	-5.388642283E-2	1.645160719E-2	-1.528894866E-1	1.629404709E-1
8.596827650E1	-5.336925488E-2	-2.155037010E-2	-1.692008793E-1	1.787222241E-1
8.597831650E1	-6.074022752E-2	-4.833650155E-2	-1.751796573E-1	1.916082069E-1
8.598832650E1	-7.264359629E-2	-6.538251475E-2	-1.715789419E-1	1.974621448E-1
8.599836650E1	-6.629614220E-2	-8.588417759E-2	-1.697750759E-1	2.014816290E-1
8.600840750E1	-6.636413435E-2	-8.700533551E-2	-1.789008254E-1	2.097132138E-1
8.601844750E1	-6.510776871E-2	-7.301051821E-2	-2.052442861E-1	2.273648484E-1
8.602848750E1	-7.086907597E-2	-4.592472609E-2	-2.012079531E-1	2.182112435E-1
8.603848717E1	-7.403464889E-2	-1.250590607E-2	-1.757678872E-1	1.911331397E-1
8.604852717E1	-5.474578081E-2	2.846972756E-2	-1.684401566E-1	1.793870459E-1
8.605856817E1	-4.788858656E-2	5.075480944E-2	-1.679963529E-1	1.819124570E-1
8.606860817E1	-3.435431971E-2	5.675240817E-2	-1.458453459E-1	1.602245924E-1
8.607864817E1	-6.529375585E-3	7.649847371E-2	-1.352156925E-1	1.554925488E-1
8.608865817E1	7.964254897E-3	7.472547915E-2	-1.428468937E-1	1.614080593E-1
8.609869817E1	2.257024328E-2	7.484440603E-2	-1.593068057E-1	1.774535414E-1
8.610873917E1	2.814538982E-2	5.682469438E-2	-1.715760183E-1	1.829194876E-1
8.611877917E1	2.350297468E-2	5.106443779E-2	-1.729214627E-1	1.818290375E-1
8.612881917E1	5.912695331E-3	5.012394056E-2	-1.654393655E-1	1.729669131E-1
8.613882917E1	-1.153974504E-2	3.418093150E-2	-1.655931473E-1	1.694774092E-1
8.614886917E1	-1.704124407E-2	1.331856854E-2	-1.769741678E-1	1.782908981E-1
8.615890917E1	-2.674640693E-2	-1.746732336E-2	-1.840112919E-1	1.867635757E-1
8.616895017E1	-4.828189404E-2	-4.083879964E-2	-1.575169730E-1	1.697366950E-1
8.617899017E1	-6.822386870E-2	-3.948876891E-2	-1.543740946E-1	1.733355711E-1
8.618900017E1	-7.614750372E-2	-3.769554664E-2	-1.742815250E-1	1.938902951E-1
8.619904017E1	-8.310204498E-2	-3.143174428E-2	-1.870038968E-1	2.070371026E-1
8.620908017E1	-7.657186540E-2	-2.563350820E-2	-1.605078238E-1	1.796749532E-1
8.621912117E1	-6.557946542E-2	-1.231933421E-2	-1.615550601E-1	1.747926478E-1
8.622916117E1	-4.721687852E-2	2.768647475E-3	-1.706854874E-1	1.771175729E-1
8.623920117E1	-4.009787519E-2	1.804723925E-2	-1.726320255E-1	1.781442075E-1
8.624921117E1	-3.448880567E-2	2.721434863E-2	-1.705352139E-1	1.761032586E-1
8.625925117E1	-2.306900164E-2	3.997019576E-2	-1.681384403E-1	1.743569054E-1
8.626929217E1	-8.257547580E-3	5.521975245E-2	-1.636454397E-1	1.729081782E-1
8.627933217E1	4.912355505E-3	4.861577005E-2	-1.646944302E-1	1.717902200E-1
8.628937217E1	-7.408805955E-3	4.235592370E-2	-1.667912418E-1	1.722446893E-1
8.629938217E1	-2.086344103E-2	3.596542862E-2	-1.620058805E-1	1.672563916E-1
8.630942217E1	-4.188762568E-2	1.729991027E-2	-1.729384196E-1	1.787779546E-1
8.631946217E1	-4.783116507E-2	-8.123353980E-3	-1.635127079E-1	1.705585380E-1
8.632950317E1	-6.343895509E-2	-1.880079917E-2	-1.630648112E-1	1.759775660E-1
8.633954317E1	-6.367046828E-2	-1.838956632E-2	-1.678536808E-1	1.804631898E-1
8.634955317E1	-5.532547742E-2	-1.751461272E-2	-1.674005216E-1	1.771739393E-1
8.635959317E1	-6.596581106E-2	-8.792768810E-3	-1.690453434E-1	1.816731382E-1
8.636963317E1	-5.267107906E-2	-1.002711603E-2	-1.745779788E-1	1.826260012E-1
8.637967417E1	-3.452952605E-2	-4.217523560E-3	-1.700814700E-1	1.736023678E-1
8.638971417E1	-2.234558229E-2	-5.646857154E-4	-1.823500979E-1	1.837150024E-1
8.639972417E1	-8.905199803E-3	5.233623460E-3	-1.718689638E-1	1.721790758E-1
8.640976417E1	-1.539781102E-2	4.976620059E-3	-1.571994692E-1	1.580301631E-1
8.641980417E1	-1.106881578E-2	1.836881784E-2	-1.588466299E-1	1.602878160E-1
8.642984517E1	-1.009328093E-2	3.550960162E-2	-1.702270657E-1	1.741839832E-1
8.643988517E1	-2.513858708E-2	4.227653861E-2	-1.682846206E-1	1.753253200E-1
8.644989517E1	-3.422127728E-2	3.419817165E-2	-1.651458353E-1	1.720864831E-1
8.645993517E1	-5.165782054E-2	3.229252752E-2	-1.641026920E-1	1.750457977E-1
8.646997517E1	-5.312903482E-2	3.114343087E-2	-1.569205570E-1	1.685724439E-1
8.648001517E1	-4.887871203E-2	1.971096396E-2	-1.602148783E-1	1.686607774E-1
8.649005617E1	-5.973474397E-2	1.425288051E-2	-1.693476444E-1	1.801388601E-1
8.650006517E1	-6.656486744E-2	8.245423744E-3	-1.706942582E-1	1.833995594E-1
8.651010617E1	-6.270023248E-2	-1.222068071E-3	-1.627595866E-1	1.744233231E-1
8.652014617E1	-6.017798119E-2	-1.798562421E-2	-1.593149918E-1	1.712487627E-1
8.653018617E1	-4.070089672E-2	-2.068835347E-2	-1.627543241E-1	1.690370994E-1
8.654022717E1	-1.743166449E-2	-2.642091801E-2	-1.673911661E-1	1.703576541E-1
8.655023617E1	-1.487178088E-2	-2.107656291E-2	-1.679869974E-1	1.699559433E-1
8.656027717E1	-1.910003956E-2	2.885801923E-3	-1.642424405E-1	1.653744799E-1
8.657031717E1	-2.302152956E-2	1.330975204E-2	-1.717257071E-1	1.737724339E-1
8.658035717E1	-1.389578009E-2	2.783021576E-2	-1.690313101E-1	1.718697105E-1
8.659039817E1	-1.466615075E-2	3.101652802E-2	-1.654376113E-1	1.689577587E-1
8.660040717E1	-2.336073202E-2	4.247894363E-2	-1.657410818E-1	1.726855253E-1
8.661044817E1	-3.598843376E-2	4.186543367E-2	-1.693341959E-1	1.781065742E-1
8.662048817E1	-3.634152336E-2	3.776708367E-2	-1.640962601E-1	1.722632912E-1
8.663052817E1	-4.265205776E-2	2.519951689E-2	-1.602055228E-1	1.676902597E-1
8.664056817E1	-4.504888628E-2	1.821761250E-2	-1.726302713E-1	1.793390480E-1
8.665057817E1	-3.296841083E-2	1.582623834E-2	-1.640968448E-1	1.681224566E-1
8.666061817E1	-4.660181539E-2	-6.403231043E-3	-1.621479678E-1	1.688333321E-1
8.667065917E1	-5.220467225E-2	-8.863483574E-3	-1.613966006E-1	1.698609780E-1
8.668069917E1	-5.038815248E-2	-1.339565129E-2	-1.706773013E-1	1.784633031E-1
8.669073917E1	-5.375136129E-2	-2.035931055E-2	-1.735237259E-1	1.827954972E-1
8.670074917E1	-6.879397223E-2	-1.628837851E-2	-1.712824881E-1	1.852987119E-1
8.671078917E1	-6.141532511E-2	-3.220509337E-3	-1.687412882E-1	1.795990985E-1
8.672083017E1	-5.076629374E-2	1.729441937E-2	-1.641050309E-1	1.726463863E-1
8.673087017E1	-5.412852497E-2	1.920636753E-2	-1.738353825E-1	1.830779123E-1
8.674091017E1	-3.833134912E-2	2.631555850E-2	-1.678460795E-1	1.741668951E-1
8.675092017E1	-2.219964858E-2	2.836376505E-2	-1.575140494E-1	1.615797120E-1
8.676096017E1	-3.641627636E-3	5.584355900E-3	-1.666397989E-1	1.667731065E-1
8.677100117E1	1.727524233E-2	9.552724119E-3	-1.615427810E-1	1.627444581E-1
8.678104117E1	1.653850229E-2	1.764345246E-2	-1.705194265E-1	1.722256899E-1
8.679108117E1	4.483590145E-3	1.599415393E-2	-1.765058059E-1	1.772856876E-1
8.680109117E1	-1.293430598E-2	1.671918126E-2	-1.821980703E-1	1.834201846E-1
8.681113117E1	-2.851647788E-2	2.404584297E-2	-1.774144632E-1	1.812933640E-1
8.682117117E1	-4.468944697E-2	1.449148346E-2	-1.697867703E-1	1.761666743E-1
8.683121217E1	-7.041988190E-2	1.284495321E-2	-1.738347977E-1	1.879959827E-1
8.684125217E1	-7.266211552E-2	1.412932154E-2	-1.730904472E-1	1.882544121E-1
8.685126217E1	-7.719817529E-2	9.690480866E-3	-1.742885417E-1	1.908663392E-1
8.686130217E1	-7.309945984E-2	6.935528666E-3	-1.627607560E-1	1.785572633E-1
8.687134217E1	-6.445795119E-2	2.214176115E-4	-1.456921488E-1	1.593144021E-1
8.688138317E1	-4.849443119E-2	-9.926982466E-3	-1.446402347E-1	1.528759377E-1
8.689142317E1	-2.585314424E-2	-1.689587681E-2	-1.515194839E-1	1.546350857E-1
8.690143317E1	-2.149558900E-2	-1.119146112E-2	-1.726215005E-1	1.743143470E-1
8.691147317E1	-2.459094051E-2	3.429620387E-3	-1.793551540E-1	1.810655901E-1
8.692151317E1	-1.827930976E-2	3.143024594E-3	-1.774121243E-1	1.783790167E-1
8.693155417E1	-7.024735250E-3	8.383244444E-3	-1.709784329E-1	1.713279026E-1
8.694159417E1	-1.649452941E-2	2.296808235E-2	-1.655943167E-1	1.679913094E-1
8.695160417E1	-1.763476387E-2	2.340354460E-2	-1.582624930E-1	1.609525629E-1
8.696164417E1	-1.911124064E-2	1.870959174E-2	-1.596096915E-1	1.618349220E-1
8.697168417E1	-3.138858452E-2	2.083810614E-2	-1.678408170E-1	1.720174693E-1
8.698172417E1	-3.429643228E-2	1.414738395E-2	-1.655931473E-1	1.696982150E-1
8.699176517E1	-3.214038114E-2	5.827353392E-3	-1.581028640E-1	1.614418712E-1
8.700177417E1	-4.108063683E-2	1.852215193E-3	-1.697739065E-1	1.746832240E-1
8.701181517E1	-3.640788012E-2	4.624416679E-3	-1.735137856E-1	1.773526226E-1
8.702185517E1	-4.577099914E-2	9.652656689E-4	-1.732144082E-1	1.791623490E-1
8.703189517E1	-5.567944410E-2	1.177040856E-2	-1.739651906E-1	1.830372382E-1
8.704189717E1	-6.179169394E-2	5.307526784E-3	-1.824980325E-1	1.927483207E-1
8.705190617E1	-5.309167659E-2	-7.054336779E-3	-1.697756606E-1	1.780232140E-1
8.706194717E1	-4.965402542E-2	-1.560793620E-2	-1.669321597E-1	1.748584452E-1
8.707198717E1	-4.557650613E-2	-4.499478126E-3	-1.676800185E-1	1.738218969E-1
8.708202717E1	-4.021877551E-2	8.402942251E-3	-1.712737173E-1	1.761330337E-1
8.709206717E1	-3.335381543E-2	4.047826398E-3	-1.645394790E-1	1.679348149E-1
8.710207717E1	-3.312984880E-2	9.538983162E-3	-1.631922805E-1	1.667941831E-1
8.711211817E1	-2.436025872E-2	1.540595144E-2	-1.627432144E-1	1.652758886E-1
8.712215817E1	-1.267823447E-2	2.221113288E-2	-1.576526284E-1	1.597135664E-1
8.713219817E1	-1.181387896E-2	2.341598821E-2	-1.631916958E-1	1.652858307E-1
8.714223817E1	-4.272834565E-3	1.952346934E-2	-1.706767166E-1	1.718428484E-1
8.715224817E1	-1.891445442E-2	2.136483978E-2	-1.768133694E-1	1.791010345E-1
8.716228817E1	-2.245985881E-2	1.730128071E-2	-1.675326687E-1	1.699146099E-1
8.717232917E1	-3.725683188E-2	1.510428993E-2	-1.612469119E-1	1.661829645E-1
8.718236917E1	-4.498872391E-2	8.669904191E-3	-1.682834512E-1	1.744089231E-1
8.719240917E1	-3.920126863E-2	6.787603246E-3	-1.661895633E-1	1.708852889E-1
8.720241917E1	-5.464363726E-2	-4.701444609E-3	-1.663374978E-1	1.751462071E-1
8.721245917E1	-5.715579296E-2	-4.664278245E-3	-1.691804141E-1	1.786352504E-1
8.722250017E1	-5.337599745E-2	-1.018346510E-2	-1.733705288E-1	1.816866542E-1
8.723254017E1	-5.175980877E-2	-7.957347874E-3	-1.697779995E-1	1.776709495E-1
8.724258017E1	-4.034073564E-2	7.360931877E-3	-1.804035598E-1	1.850054125E-1
8.725259017E1	-3.928862055E-2	1.107471781E-2	-1.929774123E-1	1.972473745E-1
8.726263017E1	-4.289412335E-2	1.933038332E-2	-1.724700576E-1	1.787721743E-1
8.727267117E1	-3.218614474E-2	1.375289789E-2	-1.642377627E-1	1.679259742E-1
8.728271117E1	-2.753084745E-2	1.357735352E-2	-1.604972988E-1	1.634064718E-1
8.729275117E1	-2.840665072E-2	1.610304005E-2	-1.634910733E-1	1.667200550E-1
8.730276117E1	-9.576240890E-3	9.328099675E-3	-1.643915445E-1	1.649342224E-1
8.731280117E1	-1.874125807E-2	1.631696591E-2	-1.682840359E-1	1.701087737E-1
8.732284117E1	-2.253132275E-2	1.653319412E-2	-1.751685476E-1	1.773838411E-1
8.733288217E1	-2.473093565E-2	-1.145990314E-3	-1.715748489E-1	1.733518423E-1
8.734292217E1	-3.032911473E-2	-6.534300037E-3	-1.624414980E-1	1.653777269E-1
8.735293217E1	-3.523117365E-2	2.872773595E-3	-1.654317641E-1	1.691660634E-1
8.736297217E1	-4.556848448E-2	6.851365305E-3	-1.684243691E-1	1.746144212E-1
8.737301217E1	-5.255799025E-2	3.863849239E-3	-1.730653042E-1	1.809112246E-1
8.738305317E1	-4.364708941E-2	1.119538059E-2	-1.691728127E-1	1.750709728E-1
8.739309317E1	-4.853370803E-2	1.347913857E-2	-1.712661159E-1	1.785197201E-1
8.740310317E1	-5.071782581E-2	1.275591108E-2	-1.675233132E-1	1.754966426E-1
8.741314317E1	-5.144827095E-2	6.971415952E-3	-1.567445558E-1	1.651192933E-1
8.742318317E1	-4.367000319E-2	1.215897432E-2	-1.672215968E-1	1.732569545E-1
8.743322317E1	-4.183275321E-2	6.952494727E-3	-1.750048256E-1	1.800694461E-1
8.744326417E1	-3.866624840E-2	1.656700747E-2	-1.750036561E-1	1.799884001E-1
8.745327417E1	-3.191955739E-2	1.566852797E-2	-1.649762660E-1	1.687647157E-1
8.746331417E1	-2.976375293E-2	9.508796912E-3	-1.552488381E-1	1.583619270E-1
8.747335417E1	-2.975138241E-2	-2.315999893E-3	-1.574959230E-1	1.602980798E-1
8.748339417E1	-3.071592632E-2	6.749888705E-3	-1.604902822E-1	1.635425321E-1
8.749343517E1	-3.515109421E-2	1.560850265E-3	-1.685763967E-1	1.722092832E-1
8.750344417E1	-4.009708948E-2	1.621876010E-2	-1.744154263E-1	1.796985411E-1
8.751348517E1	-4.071162270E-2	2.107178464E-2	-1.678302920E-1	1.739783413E-1
8.752352517E1	-4.180292328E-2	1.022240390E-2	-1.646862441E-1	1.702161595E-1
8.753356517E1	-3.782743790E-2	1.056853166E-2	-1.790563613E-1	1.833133641E-1
8.754360617E1	-4.425371977E-2	1.774346726E-3	-1.655832070E-1	1.714040211E-1
8.755364617E1	-4.289621556E-2	-8.827605424E-3	-1.735172939E-1	1.789588311E-1
8.756365617E1	-3.031796847E-2	8.181862682E-3	-1.679782265E-1	1.708882871E-1
8.757369617E1	-4.134141351E-2	1.072097953E-2	-1.682764345E-1	1.736116652E-1
8.758373617E1	-3.795836071E-2	4.816324124E-3	-1.685740578E-1	1.728619307E-1
8.759377617E1	-3.772192307E-2	1.128639615E-2	-1.552511770E-1	1.601663328E-1
8.760381717E1	-4.472494139E-2	1.845861828E-2	-1.708152956E-1	1.775356476E-1
8.761382717E1	-4.487748977E-2	2.046181954E-2	-1.633296901E-1	1.706143687E-1
8.762386717E1	-4.993918682E-2	1.457103300E-2	-1.669216347E-1	1.748401256E-1
8.763390717E1	-4.078218215E-2	-3.519567009E-4	-1.640781337E-1	1.690708260E-1
8.764394717E1	-4.156420156E-2	7.882960327E-3	-1.741084474E-1	1.791744273E-1
8.765398817E1	-3.814114102E-2	1.658111388E-2	-1.721642482E-1	1.771163695E-1
8.766399717E1	-3.139571995E-2	3.563877940E-3	-1.735132009E-1	1.763667297E-1
8.767403817E1	-3.573453669E-2	1.781317703E-3	-1.685740578E-1	1.723291710E-1
8.768407817E1	-3.052734448E-2	8.560369397E-3	-1.577999783E-1	1.609535083E-1
8.769411817E1	-2.832838940E-2	8.763697185E-3	-1.612445730E-1	1.639485052E-1
8.770415917E1	-2.424508684E-2	1.417764329E-2	-1.645388943E-1	1.669187753E-1
8.771416817E1	-1.392952949E-2	2.856342919E-2	-1.603481948E-1	1.634669534E-1
8.772420917E1	-2.268248241E-2	3.222952377E-2	-1.579531753E-1	1.627957088E-1
8.773424917E1	-1.712760927E-2	3.110723295E-2	-1.627414602E-1	1.665706991E-1
8.774428917E1	-1.887807378E-2	3.104898920E-2	-1.691774905E-1	1.730359636E-1
8.775432917E1	-2.194224318E-2	2.138274687E-2	-1.712731326E-1	1.739918672E-1
8.776433917E1	-2.976177036E-2	1.412783233E-2	-1.796557009E-1	1.826513879E-1
8.777437917E1	-3.594736621E-2	-1.935346154E-3	-1.754650015E-1	1.791198633E-1
8.778442017E1	-4.216669318E-2	-2.789788814E-3	-1.646885830E-1	1.700239463E-1
8.779446017E1	-5.636055336E-2	-5.423064111E-3	-1.750182742E-1	1.839492264E-1
8.780450017E1	-6.273047355E-2	-8.055133419E-3	-1.762157840E-1	1.872217936E-1
8.781451017E1	-6.299573614E-2	-1.029013110E-2	-1.705246890E-1	1.820797054E-1
8.782455017E1	-5.182401851E-2	-1.769310812E-2	-1.576502895E-1	1.668903495E-1
8.783459117E1	-4.581004757E-2	-3.242200680E-2	-1.583975637E-1	1.680462293E-1
8.784463117E1	-2.337196050E-2	-3.228710971E-2	-1.711199355E-1	1.757007067E-1
8.785467117E1	-2.426113014E-2	-1.602638670E-2	-1.798001271E-1	1.821360295E-1
8.786468117E1	-3.099382438E-2	-3.375369189E-3	-1.799509853E-1	1.826317809E-1
8.787472117E1	-2.881009033E-2	1.455770317E-2	-1.691780752E-1	1.722299891E-1
8.788476217E1	-3.567307698E-2	3.055461626E-2	-1.780161417E-1	1.841083911E-1
8.789480217E1	-5.710643881E-2	4.389333942E-2	-1.847597355E-1	1.983026234E-1
8.790484217E1	-4.185531981E-2	3.860791328E-2	-1.596155387E-1	1.694684601E-1
8.791485217E1	-4.133302641E-2	2.939222633E-2	-1.458476847E-1	1.544146016E-1
8.792489217E1	-3.861711351E-2	2.693302447E-2	-1.591693962E-1	1.659866439E-1
8.793493217E1	-2.517020772E-2	2.135446097E-2	-1.711415702E-1	1.742956953E-1
8.794497317E1	-2.461107686E-2	1.982989085E-2	-1.747317606E-1	1.775672206E-1
8.795501317E1	-1.406862927E-2	2.572599471E-2	-1.519761515E-1	1.547788866E-1
8.796502317E1	-1.175412772E-2	2.369492780E-3	-1.567632669E-1	1.572211686E-1
8.797506317E1	-3.223332446E-2	2.763924021E-3	-1.805614346E-1	1.834367961E-1
8.798510317E1	-4.028880506E-2	-1.186144240E-3	-1.875973892E-1	1.918785428E-1
8.799514417E1	-5.353902513E-2	-2.162688640E-2	-1.720338553E-1	1.814656904E-1
8.800518417E1	-8.792594307E-2	-9.985564258E-3	-1.789236295E-1	1.996104911E-1
8.801519417E1	-1.083439450E-1	-9.321037335E-3	-1.822197050E-1	2.122011146E-1
8.802523417E1	-9.685617627E-2	-1.563337158E-2	-1.569217265E-1	1.850674186E-1
8.803527417E1	-7.813655290E-2	-2.346722444E-2	-1.474889982E-1	1.685498030E-1
8.804532338E1	-6.432739383E-2	-1.972218331E-2	-1.614059561E-1	1.748681240E-1
8.805536337E1	-4.555505415E-2	-1.729623749E-2	-1.584075040E-1	1.657327973E-1
8.806537337E1	-1.242850355E-2	-1.021548774E-2	-1.766642654E-1	1.773952834E-1
8.807541338E1	1.295536509E-2	-3.061428526E-3	-1.652838296E-1	1.658190524E-1
8.808545338E1	1.557740277E-2	6.660819165E-3	-1.741178030E-1	1.749400792E-1
8.809549337E1	2.409852273E-2	2.230310775E-2	-1.682846206E-1	1.714581026E-1
8.810553438E1	1.927175584E-2	2.052637646E-2	-1.757749039E-1	1.780155879E-1
8.811554438E1	1.498331652E-2	2.955650568E-2	-1.678484184E-1	1.710882180E-1
8.812558437E1	1.768543364E-2	2.953674392E-2	-1.608183110E-1	1.644619195E-1
8.813562437E1	5.547728576E-4	3.525965142E-2	-1.672555107E-1	1.709326085E-1
8.814566438E1	-9.864106625E-3	2.924603680E-2	-1.697990495E-1	1.725814256E-1
8.815570538E1	-2.348166889E-2	2.306076986E-2	-1.708457011E-1	1.739869003E-1
8.816571437E1	-4.179007768E-2	1.776864683E-2	-1.590191227E-1	1.653759861E-1
8.817575538E1	-5.657622426E-2	-6.171105718E-3	-1.662012577E-1	1.756752964E-1
8.818579538E1	-5.568010191E-2	-2.875861656E-3	-1.745820719E-1	1.832687757E-1
8.819583537E1	-5.477542802E-2	-1.081887471E-2	-1.703890336E-1	1.793037041E-1
8.820587637E1	-5.181605168E-2	2.820797330E-3	-1.608089554E-1	1.689744959E-1
8.821588538E1	-5.887289179E-2	2.599527726E-2	-1.681437027E-1	1.800390974E-1
8.822592638E1	-6.015863970E-2	4.737075166E-2	-1.814671683E-1	1.969603595E-1
8.823596637E1	-5.601924042E-2	5.158671292E-2	-1.717374015E-1	1.878645238E-1
8.824600638E1	-4.385320377E-2	4.091770965E-2	-1.495817167E-1	1.611584698E-1
8.825604638E1	-3.191292445E-2	2.073281058E-2	-1.470364237E-1	1.518815133E-1
8.826605637E1	-2.306891941E-2	1.571295767E-2	-1.573637760E-1	1.598199927E-1
8.827609637E1	-2.118641747E-2	1.392184588E-2	-1.652961087E-1	1.672288421E-1
8.828613738E1	-3.189870841E-2	1.577322054E-2	-1.669438541E-1	1.706943833E-1
8.829617738E1	-4.861659232E-2	3.380895722E-2	-1.696417594E-1	1.796801190E-1
8.830621737E1	-4.860520852E-2	2.657078032E-2	-1.700925797E-1	1.788853218E-1
8.831622738E1	-5.017612696E-2	-1.681165863E-3	-1.705439848E-1	1.777799786E-1
8.832626738E1	-5.579140915E-2	-1.598377512E-2	-1.606662834E-1	1.708268627E-1
8.833630838E1	-4.664572433E-2	-4.404149325E-2	-1.665018046E-1	1.784329781E-1
8.834634837E1	-4.461189827E-2	-6.581605839E-2	-1.627537394E-1	1.811373917E-1
8.835638838E1	-2.974770963E-2	-8.086999831E-2	-1.778658682E-1	1.976389383E-1
8.836639838E1	-2.102216553E-2	-7.010826185E-2	-1.691780752E-1	1.843320942E-1
8.837643837E1	-2.084870422E-2	-3.789827144E-2	-1.744154263E-1	1.796988825E-1
8.838647937E1	-2.286914564E-2	1.026229287E-2	-1.726215005E-1	1.744319206E-1
8.839651938E1	-2.590220603E-2	3.534333969E-2	-1.835534549E-1	1.887112788E-1
8.840655937E1	-2.827011824E-2	4.717017389E-2	-1.801158768E-1	1.883240663E-1
8.841656937E1	-3.537370867E-2	4.791120797E-2	-1.561721134E-1	1.671421913E-1
8.842660938E1	-3.691992262E-2	4.405339781E-2	-1.579736406E-1	1.681054837E-1
8.843664938E1	-2.940881780E-2	4.038426085E-2	-1.705521709E-1	1.777183448E-1
8.844669037E1	-1.498279575E-2	4.927022880E-2	-1.642675835E-1	1.721507438E-1
8.845673038E1	-1.390741970E-2	4.978335852E-2	-1.427112383E-1	1.517837166E-1
8.846674038E1	-1.295389415E-2	5.131665378E-2	-1.555815446E-1	1.643375166E-1
8.847678038E1	-7.490045708E-3	2.562066260E-2	-1.820706010E-1	1.840169092E-1
8.848682037E1	3.489627438E-3	6.507366300E-3	-1.892533207E-1	1.893973144E-1
8.849686138E1	-6.508234246E-3	-8.750897264E-3	-1.798217618E-1	1.801521617E-1
8.850690138E1	-1.135309095E-2	-2.047396165E-2	-1.748832035E-1	1.764432222E-1
8.851691137E1	-3.530151383E-2	-2.368451245E-2	-1.718929374E-1	1.770715532E-1
8.852695138E1	-6.341906542E-2	-9.466157919E-3	-1.678595281E-1	1.796897525E-1
8.853699138E1	-8.307495592E-2	5.817943029E-3	-1.681659222E-1	1.876567988E-1
8.854703238E1	-8.929992911E-2	2.387282020E-2	-1.680226654E-1	1.917707094E-1
8.855707237E1	-9.681950326E-2	1.315718539E-2	-1.680250043E-1	1.943695701E-1
8.856708238E1	-8.319425739E-2	7.670057723E-3	-1.645792401E-1	1.845709634E-1
8.857712238E1	-5.313071589E-2	1.263647256E-3	-1.557400042E-1	1.645582531E-1
8.858716237E1	-3.213083373E-2	-2.888752939E-3	-1.510908830E-1	1.544965705E-1
8.859720238E1	-4.188927021E-3	-3.136857608E-3	-1.582654166E-1	1.583519153E-1
