"Time (s)"	"Sound pressure level (dB)"
7.849370183E1	-4.363828067E1
7.860483583E1	-4.361980346E1
7.871821046E1	-4.596515697E1
7.882256579E1	-4.478761187E1
7.893385942E1	-4.346048090E1
7.904365942E1	-4.449955115E1
7.915554837E1	-4.946288040E1
7.926642442E1	-5.039346829E1
7.937846858E1	-4.722233575E1
7.948742954E1	-4.750999239E1
7.959966933E1	-4.816574025E1
7.972141692E1	-4.805710115E1
7.983166971E1	-4.870907659E1
7.993440796E1	-4.798123046E1
8.004922067E1	-4.753405860E1
8.016726942E1	-4.889148618E1
8.027458712E1	-4.738906984E1
8.037834925E1	-4.720911865E1
8.048831225E1	-4.668240754E1
8.059967821E1	-4.542813633E1
8.071197146E1	-4.241305841E1
8.083237692E1	-4.196519539E1
8.094409108E1	-4.141225228E1
8.105541425E1	-4.186727161E1
8.116486562E1	-4.329034557E1
8.127336867E1	-4.240393704E1
8.138626092E1	-4.282614479E1
8.149496254E1	-4.394467872E1
8.160565596E1	-4.611961796E1
8.171308388E1	-4.720994645E1
8.182414204E1	-4.864140660E1
8.193346821E1	-4.991606272E1
8.204683629E1	-4.795963402E1
8.215567025E1	-4.808550117E1
8.226496304E1	-4.956259589E1
8.237525750E1	-4.856054359E1
8.248500667E1	-4.919864978E1
8.259668279E1	-4.925270155E1
8.270572487E1	-4.756478392E1
8.281486308E1	-5.021867164E1
8.292244775E1	-4.848260365E1
8.303453962E1	-4.611339170E1
8.313918671E1	-5.028929989E1
8.324925721E1	-4.689521246E1
8.336170196E1	-4.931137684E1
8.347242125E1	-4.811070551E1
8.359495475E1	-4.547674535E1
8.369787521E1	-4.788202640E1
8.381797258E1	-4.680735000E1
8.392752817E1	-4.815180253E1
8.403929925E1	-4.861730337E1
8.414502863E1	-5.185278884E1
8.425582133E1	-4.796597516E1
8.436478525E1	-4.909717294E1
8.447297550E1	-4.981091227E1
8.458423542E1	-4.908017214E1
8.469654425E1	-4.706670910E1
8.480578179E1	-4.600886830E1
8.491961862E1	-4.556039449E1
8.502788900E1	-4.571131246E1
8.514042396E1	-4.504252666E1
8.525192154E1	-4.459881181E1
8.535600429E1	-4.415392586E1
8.546477479E1	-4.434062823E1
8.557560546E1	-4.341062605E1
8.569174254E1	-4.354613117E1
8.579817213E1	-4.240921636E1
8.590129604E1	-4.201496269E1
8.601520679E1	-4.134034209E1
8.613108900E1	-4.159653058E1
8.623425079E1	-4.131381520E1
8.635608346E1	-4.156843507E1
8.646874221E1	-4.309745387E1
8.658937800E1	-4.238076298E1
8.669652867E1	-4.182845766E1
8.680591337E1	-4.153667270E1
8.691528696E1	-4.257965312E1
8.702595217E1	-4.314758696E1
8.713707871E1	-4.363148155E1
8.724553363E1	-4.203116223E1
8.735615150E1	-4.343728346E1
8.746485004E1	-4.346239500E1
8.757276617E1	-4.335207711E1
8.768475300E1	-4.297094440E1
8.778934488E1	-4.378559858E1
8.789401142E1	-4.437010263E1
8.800223329E1	-4.422023102E1
8.811088362E1	-4.410616036E1
8.822258558E1	-4.360124086E1
8.833287138E1	-4.401389432E1
8.844471200E1	-4.538915473E1
8.855760300E1	-4.436202337E1
8.866485379E1	-4.317608770E1
8.877732475E1	-4.579072675E1
8.888656117E1	-4.424681686E1
8.899483712E1	-4.481449106E1
8.910614975E1	-4.403384235E1
8.921485408E1	-4.276966486E1
8.932535296E1	-4.316076903E1
8.943577367E1	-4.287250418E1
8.954708783E1	-4.376339858E1
8.965732688E1	-4.251409631E1
8.976886600E1	-4.476931627E1
8.987646846E1	-4.279173035E1
