"Time (s)"	"Sound pressure level (dB)"
5.283318246E1	-6.947654255E1
5.294253829E1	-7.133333018E1
5.305284500E1	-6.981778430E1
5.316450150E1	-6.893375990E1
5.327584462E1	-7.082876860E1
5.337826704E1	-7.082643278E1
5.348537642E1	-7.027558851E1
5.359456675E1	-7.007626462E1
5.370606104E1	-6.910234803E1
5.381283283E1	-7.039342182E1
5.392199621E1	-7.160066183E1
5.402750633E1	-7.177032037E1
5.413870712E1	-7.108317612E1
5.424435917E1	-7.182487713E1
5.435539421E1	-6.927358352E1
5.445918321E1	-7.135675643E1
5.456787546E1	-7.141578841E1
5.467593108E1	-7.154287380E1
5.478700887E1	-7.189992583E1
5.490034867E1	-6.988802052E1
5.500935767E1	-7.009554536E1
5.512161667E1	-7.060781760E1
5.524573775E1	-7.201010887E1
5.535544992E1	-7.074990242E1
5.546130754E1	-6.933093889E1
5.557010300E1	-6.962470453E1
5.567767704E1	-7.139101004E1
5.578109975E1	-7.319235012E1
5.589921658E1	-6.995491950E1
5.600948146E1	-6.251997205E1
5.611678204E1	-7.037320853E1
5.622607908E1	-6.986660334E1
5.633810563E1	-7.045777400E1
5.644266083E1	-7.097460699E1
5.655421550E1	-7.116005995E1
5.666466425E1	-6.986344352E1
5.677593300E1	-6.934218395E1
5.689862937E1	-7.052201050E1
5.700956079E1	-7.038644113E1
5.712190654E1	-7.039092794E1
5.722614258E1	-7.075274117E1
5.733781312E1	-7.064262460E1
5.744822742E1	-7.025048476E1
5.755939321E1	-6.759684887E1
5.767360167E1	-7.151263767E1
5.777828229E1	-7.140701530E1
5.788901600E1	-7.004035929E1
5.799769412E1	-6.833431647E1
5.810880054E1	-6.939699715E1
5.822105054E1	-7.045125552E1
5.832733142E1	-6.992570439E1
5.843870362E1	-7.135918262E1
5.854604371E1	-7.147884134E1
5.865582308E1	-7.214481909E1
5.876696004E1	-7.103058446E1
5.887613888E1	-7.163580803E1
5.898679975E1	-7.142346075E1
5.910035096E1	-7.167011642E1
5.920970192E1	-7.050675616E1
5.932197629E1	-6.989532299E1
5.942622729E1	-6.290923254E1
5.953873658E1	-6.995668484E1
5.964286858E1	-7.163624761E1
5.975149929E1	-7.231042600E1
5.985973108E1	-7.146228729E1
5.996758954E1	-7.217793688E1
6.007727254E1	-7.055112327E1
6.019814971E1	-7.308593931E1
6.030844000E1	-7.281873192E1
6.041768267E1	-6.938251198E1
6.052064333E1	-6.954769688E1
6.063921850E1	-7.072222521E1
6.075079983E1	-7.143112040E1
6.085990017E1	-7.097760820E1
6.096933300E1	-7.131949559E1
6.108134425E1	-7.146793822E1
6.119308704E1	-7.148774751E1
6.130538196E1	-7.039286769E1
6.140974883E1	-7.190351682E1
6.151772608E1	-7.209724083E1
6.162800621E1	-7.079723956E1
6.173751475E1	-6.747744733E1
6.184548700E1	-6.940065199E1
6.194870058E1	-6.948094048E1
6.206490817E1	-6.886262917E1
6.216900446E1	-7.139759549E1
6.228713500E1	-7.241755207E1
6.239675237E1	-6.861868107E1
6.250780762E1	-6.899912431E1
6.261488929E1	-7.038981814E1
6.272875696E1	-6.923920710E1
6.284084096E1	-6.997664577E1
6.295051900E1	-6.989145406E1
6.305976812E1	-6.975643245E1
6.316775900E1	-7.233931608E1
6.327665187E1	-7.063328789E1
6.338776300E1	-6.879725572E1
6.349811863E1	-7.049564434E1
6.360993867E1	-7.196724803E1
6.371766313E1	-7.161295452E1
6.382721062E1	-7.183142486E1
6.393292529E1	-7.034585768E1
6.404328808E1	-7.140717020E1
6.414618596E1	-6.902917858E1
6.425604950E1	-7.091522050E1
6.436035558E1	-7.125032213E1
6.446767687E1	-7.118089098E1
6.457059583E1	NaN
6.468040012E1	-7.153142416E1
6.479477038E1	-7.050154534E1
6.489866029E1	-7.086530256E1
6.502296371E1	-6.967581622E1
6.514801246E1	-6.920447957E1
6.526020288E1	-7.029030994E1
6.536558525E1	-7.072513827E1
6.547680275E1	-7.256748256E1
6.558615650E1	-7.176220208E1
6.569325321E1	-7.102148181E1
6.580336229E1	-6.810796025E1
6.590719758E1	-7.095239436E1
6.602703596E1	-6.894841735E1
6.613946208E1	-7.049782161E1
6.625027858E1	-7.177853471E1
6.636009067E1	-7.115795144E1
6.646779963E1	-7.010913944E1
6.657731929E1	-7.214441358E1
6.668965575E1	-7.185709649E1
6.681229379E1	-7.228155823E1
6.692292908E1	-7.125448487E1
6.702699883E1	-6.876363355E1
6.713797337E1	-7.017687371E1
6.725084838E1	-7.227146041E1
6.736030908E1	-7.190463599E1
6.747218713E1	-7.164755867E1
6.757693883E1	-7.130220934E1
6.769048896E1	-7.197292278E1
6.779785471E1	-7.026074108E1
6.790817642E1	-7.221692130E1
6.801852354E1	-7.174352203E1
6.812693450E1	-7.143052556E1
6.823772275E1	-7.111258013E1
6.834355362E1	-6.821006344E1
6.845612746E1	-7.129312581E1
6.856518925E1	-7.087179943E1
6.867701133E1	-6.983022321E1
6.878780029E1	-6.939293510E1
6.889357792E1	-6.922852499E1
6.900360821E1	-7.088711855E1
6.911507383E1	-7.111200681E1
6.922696979E1	-7.001305202E1
6.933781117E1	-7.082667698E1
6.944366500E1	-7.058376546E1
6.955350725E1	-7.076252730E1
6.966021067E1	-7.061477856E1
6.976788758E1	-7.151723117E1
6.987109533E1	-7.120748664E1
6.997887588E1	-7.158994654E1
7.008980425E1	-7.122971321E1
7.021016829E1	-7.104054062E1
7.032026933E1	-7.116667495E1
7.042806350E1	-7.019360898E1
7.053197242E1	-7.078636422E1
7.065399333E1	-7.074001572E1
7.076029592E1	-7.184690314E1
7.086941942E1	-7.177857710E1
7.097757679E1	-7.138052948E1
7.108940817E1	-7.046405333E1
7.119368537E1	-6.941115685E1
7.130189729E1	-7.090555225E1
7.140456196E1	-7.126955078E1
7.151429675E1	-7.122113729E1
7.162716554E1	-7.153947027E1
7.173766600E1	-7.110457975E1
7.184371733E1	-6.841953904E1
7.195217763E1	-6.814289989E1
7.206358133E1	-7.052423203E1
7.217434975E1	-7.234732159E1
7.227993117E1	-7.123493811E1
7.238259529E1	-7.201997951E1
7.249352188E1	-7.010889841E1
7.261823921E1	-7.087529438E1
7.272724229E1	-7.221659508E1
7.283613496E1	-7.090618058E1
7.294379375E1	-7.150582175E1
7.305365375E1	-7.044367611E1
7.316046933E1	-7.129945750E1
7.327091100E1	-7.132057083E1
7.338200017E1	-7.229072368E1
7.349609937E1	-7.158469015E1
7.360815229E1	-7.080811018E1
7.371293796E1	-7.024011037E1
7.382224350E1	-7.068387365E1
7.393202663E1	-7.096588714E1
7.404171658E1	-7.073107787E1
7.414813546E1	-6.992601148E1
7.425081296E1	-7.109416749E1
7.437069008E1	-7.099352264E1
7.448019117E1	-7.080658284E1
7.458319858E1	-7.078959345E1
7.469722650E1	-7.110773886E1
7.480118208E1	-7.094680798E1
7.491088562E1	-7.168729720E1
