"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
8.983658225E1	3.813808722E-3	-3.227617359E-4	-1.622818691E-1	1.623269982E-1
8.984659225E1	8.351662627E-3	4.040430584E-3	-1.558446693E-1	1.561205826E-1
8.985663225E1	3.328570336E-4	-3.682622099E-3	-1.568919057E-1	1.569354726E-1
8.986667225E1	-1.813282102E-4	-4.330950407E-3	-1.652738893E-1	1.653307246E-1
8.987671325E1	-4.312734389E-3	-6.705705682E-4	-1.547962636E-1	1.548577817E-1
8.988675325E1	-2.497578495E-3	8.706490402E-3	-1.530005836E-1	1.532684556E-1
8.989679325E1	-1.443152494E-3	4.538458041E-3	-1.606347084E-1	1.607052888E-1
8.990680325E1	-3.918038767E-3	1.085046795E-3	-1.580900002E-1	1.581422667E-1
8.991684325E1	-1.614949001E-3	1.080496931E-2	-1.516533852E-1	1.520463898E-1
8.992688425E1	-5.459412208E-3	-2.082074722E-3	-1.633291054E-1	1.634335855E-1
8.993692425E1	-3.209895270E-3	4.259847351E-3	-1.633296901E-1	1.634167598E-1
8.994696425E1	-4.417673352E-3	-3.466046713E-3	-1.553961879E-1	1.554976030E-1
8.995697425E1	-1.430131876E-3	-4.888811326E-3	-1.643780959E-1	1.644569979E-1
8.996701425E1	5.282810878E-4	-3.543303050E-3	-1.658749831E-1	1.659136646E-1
8.997705425E1	-6.003959861E-4	2.783461944E-3	-1.544992250E-1	1.545254628E-1
8.998709525E1	3.820224100E-3	6.148945685E-3	-1.477626479E-1	1.479398653E-1
8.999713525E1	1.237680366E-2	-2.298636404E-3	-1.429720241E-1	1.435251500E-1
9.000717525E1	4.639703094E-3	3.596238624E-3	-1.556949806E-1	1.558056057E-1
9.001718525E1	-4.179646850E-3	3.195649534E-3	-1.618322182E-1	1.619177213E-1
9.002722525E1	-7.686062192E-3	6.956720254E-3	-1.552453297E-1	1.555910792E-1
9.003726625E1	-5.964277595E-3	5.770502924E-3	-1.583876234E-1	1.586048882E-1
9.004730625E1	-5.088719292E-3	-1.120130089E-3	-1.532982069E-1	1.533867335E-1
9.005734625E1	-1.066164971E-3	-7.098067557E-3	-1.624280494E-1	1.625865632E-1
9.006738625E1	9.640210799E-3	-6.873397431E-3	-1.532964528E-1	1.537529827E-1
9.007739625E1	7.625953500E-3	1.137118991E-3	-1.535952455E-1	1.537886460E-1
9.008743725E1	-3.513487104E-3	-2.624897333E-3	-1.537449342E-1	1.538074753E-1
9.009747725E1	-8.068512351E-3	3.257753360E-3	-1.664690602E-1	1.666963162E-1
9.010751725E1	3.591797538E-3	-3.891687468E-4	-1.640734559E-1	1.641132274E-1
9.011755725E1	-5.934024535E-4	-8.448769804E-5	-1.432667238E-1	1.432679776E-1
9.012756725E1	-6.155007603E-3	1.593891601E-3	-1.682635707E-1	1.683836507E-1
9.013760725E1	7.129066365E-4	1.846450204E-3	-1.691617030E-1	1.691732821E-1
9.014764825E1	-6.168070191E-5	-4.396526017E-3	-1.655691737E-1	1.656275476E-1
9.015768825E1	-2.516769525E-4	-4.940106939E-3	-1.604803419E-1	1.605565574E-1
9.016772825E1	-1.839212276E-3	4.989109347E-3	-1.573362941E-1	1.574261203E-1
9.017776925E1	-1.178014098E-2	-5.665718992E-3	-1.615287477E-1	1.620568062E-1
9.018777825E1	-2.728848722E-3	2.879703459E-3	-1.512002259E-1	1.512522649E-1
9.019781925E1	1.287266810E-4	-1.069725263E-3	-1.586840773E-1	1.586877351E-1
9.020785925E1	-1.894489592E-3	2.629684741E-3	-1.670666456E-1	1.670980802E-1
9.021789925E1	2.573914352E-3	2.383416463E-3	-1.534449720E-1	1.534850649E-1
9.022793925E1	-1.075822013E-4	-2.358922111E-3	-1.571877748E-1	1.572055108E-1
9.023798025E1	-5.664243484E-3	8.435878521E-3	-1.506014711E-1	1.509438663E-1
9.024799025E1	-6.059097277E-4	9.958886337E-3	-1.556908876E-1	1.560102529E-1
9.025803025E1	7.128040818E-3	4.269865276E-3	-1.598821718E-1	1.600979374E-1
9.026807025E1	9.675734919E-3	7.525361977E-3	-1.526971132E-1	1.531883131E-1
9.027811025E1	1.224717591E-5	1.376028000E-3	-1.431170350E-1	1.431236505E-1
9.028815125E1	-4.217576950E-3	4.343023994E-3	-1.540437269E-1	1.541626401E-1
9.029816025E1	-4.473467724E-3	-3.484483715E-4	-1.529959059E-1	1.530616887E-1
9.030820125E1	-3.750994551E-3	-9.233685415E-3	-1.619766444E-1	1.622829758E-1
9.031824125E1	4.628596239E-3	-8.299149605E-3	-1.567369545E-1	1.570247518E-1
9.032828125E1	-1.106829958E-3	2.905426640E-4	-1.595798707E-1	1.595839736E-1
9.033832225E1	-2.573251972E-3	5.086575123E-4	-1.571842664E-1	1.572061512E-1
9.034836225E1	1.725501919E-3	-1.200072034E-2	-1.529923975E-1	1.534720442E-1
9.035837225E1	-1.386287808E-2	-2.649743431E-3	-1.537402564E-1	1.543867448E-1
9.036841225E1	-1.210070430E-2	2.020523641E-3	-1.583811915E-1	1.588556306E-1
9.037845225E1	-7.132912165E-3	-4.751438303E-3	-1.594295973E-1	1.596597980E-1
9.038849225E1	-2.692861222E-3	2.351777544E-3	-1.522451234E-1	1.522870971E-1
9.039853325E1	5.317178116E-3	5.626442148E-3	-1.612264466E-1	1.614121939E-1
9.040857325E1	-5.606380603E-4	-5.477868053E-3	-1.597289747E-1	1.598238615E-1
9.041858325E1	-4.858291030E-4	4.265164663E-3	-1.552388978E-1	1.552982390E-1
9.042862325E1	8.818874572E-5	2.307553408E-3	-1.528432935E-1	1.528607372E-1
9.043866325E1	-5.784503694E-4	-3.289520186E-3	-1.549383509E-1	1.549743467E-1
9.044870425E1	4.212725017E-3	-2.133511947E-3	-1.636202967E-1	1.636884248E-1
9.045874425E1	-2.928165114E-3	-6.620267811E-3	-1.660153162E-1	1.661730644E-1
9.046875425E1	-9.839653387E-4	-1.554856868E-3	-1.619731361E-1	1.619835874E-1
9.047879425E1	-5.984277471E-3	4.930564100E-3	-1.618240321E-1	1.620096892E-1
9.048883425E1	-6.414385863E-3	-1.767165614E-3	-1.547892469E-1	1.549321728E-1
9.049887525E1	6.609152391E-5	6.099541280E-3	-1.519457459E-1	1.520681376E-1
9.050891525E1	-6.407356071E-3	1.945876624E-2	-1.570351624E-1	1.583658424E-1
9.051892588E1	-6.167066914E-3	1.230240469E-3	-1.561370301E-1	1.562636182E-1
9.052893588E1	5.828344678E-3	-3.439003341E-3	-1.709562135E-1	1.710901028E-1
9.053897588E1	5.274564248E-3	3.792892364E-3	-1.639214283E-1	1.640501195E-1
9.054901588E1	6.910306838E-4	1.185938674E-3	-1.604780030E-1	1.604838728E-1
9.055905688E1	-9.970484837E-4	-8.103308994E-3	-1.586829078E-1	1.588928034E-1
9.056909688E1	-7.333821696E-3	-1.591732699E-2	-1.559879261E-1	1.569693580E-1
9.057913687E1	7.682179275E-5	-4.914995888E-3	-1.585320497E-1	1.586082402E-1
9.058914688E1	9.213327512E-4	-5.284713507E-3	-1.607767957E-1	1.608662646E-1
9.059918688E1	-8.870854264E-4	1.518316339E-3	-1.681109583E-1	1.681201550E-1
9.060922788E1	-1.804669450E-3	5.965644610E-3	-1.652668726E-1	1.653843552E-1
9.061926788E1	3.617684316E-3	1.112776302E-2	-1.616737586E-1	1.620966347E-1
9.062930788E1	2.896480514E-3	1.324782637E-3	-1.507470667E-1	1.507807109E-1
9.063931788E1	8.148489585E-3	1.233247674E-2	-1.661644202E-1	1.668205695E-1
9.064935787E1	2.151285427E-3	-4.178475123E-4	-1.618228626E-1	1.618377011E-1
9.065939888E1	1.874816052E-3	7.709005661E-4	-1.577812672E-1	1.577942885E-1
9.066943888E1	-3.276694570E-3	-1.601835592E-3	-1.619731361E-1	1.620141951E-1
9.067947888E1	-3.900096266E-3	-2.460700208E-3	-1.646663636E-1	1.647309233E-1
9.068951888E1	-6.846370047E-4	1.057336475E-3	-1.619725513E-1	1.619774493E-1
9.069952888E1	-6.232453517E-3	-1.006216735E-2	-1.594284278E-1	1.598671770E-1
9.070956888E1	-1.631287514E-4	-3.265327332E-3	-1.598780787E-1	1.599115037E-1
9.071960987E1	-7.417016040E-3	-2.615729081E-3	-1.604762489E-1	1.606688539E-1
9.072964988E1	-4.181984594E-3	-9.809001186E-3	-1.601762867E-1	1.605308329E-1
9.073968988E1	-1.020500729E-3	-4.256032957E-3	-1.582309180E-1	1.582914359E-1
9.074973088E1	-3.863251955E-3	3.736507846E-3	-1.606247681E-1	1.607146613E-1
9.075973988E1	-3.209918682E-3	5.206516134E-3	-1.597278053E-1	1.598448722E-1
9.076978088E1	-4.388796729E-3	-4.561824063E-3	-1.534402943E-1	1.535708165E-1
9.077982088E1	-2.345237114E-3	-6.551033123E-3	-1.580806446E-1	1.582337081E-1
9.078986087E1	-3.808383488E-3	2.929464178E-3	-1.591284657E-1	1.592009866E-1
9.079990088E1	-2.975668602E-3	-4.047017838E-3	-1.513452369E-1	1.514285762E-1
9.080991088E1	5.199095766E-3	-7.496797414E-3	-1.600271827E-1	1.602870293E-1
9.081995088E1	-5.247228515E-3	-1.576410254E-2	-1.637688160E-1	1.646094330E-1
9.082999188E1	-3.233152228E-3	-5.179449921E-3	-1.458061695E-1	1.459339544E-1
9.084003188E1	-1.008906226E-3	-9.124031849E-3	-1.504471046E-1	1.507268958E-1
9.085007188E1	-5.352959193E-3	-5.290400838E-3	-1.558364832E-1	1.560181144E-1
9.086011288E1	-4.173942389E-3	3.632683223E-3	-1.526941895E-1	1.527944165E-1
9.087012188E1	1.970322668E-3	6.257000403E-3	-1.621239942E-1	1.622566539E-1
9.088016288E1	5.762015896E-3	5.561515214E-3	-1.568837196E-1	1.570879777E-1
9.089020288E1	-4.847226430E-3	-1.235512099E-3	-1.510458595E-1	1.511286662E-1
9.090024288E1	-1.214380239E-2	-1.209825464E-4	-1.586799842E-1	1.591440353E-1
9.091028388E1	-6.860061326E-3	-5.093290284E-4	-1.603271449E-1	1.604746498E-1
9.092032388E1	-3.761823892E-3	-5.251612784E-3	-1.610761732E-1	1.612056585E-1
9.093033388E1	-2.966078369E-3	2.248208737E-4	-1.552388978E-1	1.552673937E-1
9.094037388E1	1.835881819E-3	-3.170104511E-3	-1.553880018E-1	1.554311781E-1
9.095041388E1	3.376934347E-3	-8.419533726E-4	-1.586805689E-1	1.587187309E-1
9.096045388E1	-3.403293070E-3	2.942529051E-3	-1.621228248E-1	1.621852373E-1
9.097049488E1	-7.405448374E-3	3.244117470E-3	-1.633203346E-1	1.635203249E-1
9.098050388E1	3.927821433E-4	-6.344854818E-3	-1.423633289E-1	1.425051890E-1
9.099054488E1	1.342051338E-3	-5.279231742E-3	-1.366757423E-1	1.367842459E-1
9.100058488E1	-3.139078294E-3	3.853031890E-3	-1.640687782E-1	1.641440332E-1
9.101062488E1	9.996837279E-4	-1.959822234E-3	-1.769420081E-1	1.769556852E-1
9.102066588E1	-1.279856264E-2	-3.697655839E-3	-1.556856251E-1	1.562545670E-1
9.103070588E1	-1.522863919E-2	-2.014557654E-3	-1.501459730E-1	1.509297290E-1
9.104071587E1	-7.369806055E-3	-1.482808208E-3	-1.543372571E-1	1.545202307E-1
9.105075588E1	1.766110375E-4	-1.123099378E-3	-1.514931715E-1	1.514974374E-1
9.106079588E1	9.173202136E-4	-4.399673464E-3	-1.490981519E-1	1.491658725E-1
9.107083688E1	4.010411641E-3	-2.477428727E-3	-1.582291639E-1	1.582993663E-1
9.108087688E1	5.238146487E-3	3.830488133E-3	-1.516428602E-1	1.517816453E-1
9.109091688E1	-3.480080031E-3	-3.789447988E-3	-1.540384644E-1	1.541243634E-1
9.110092688E1	-3.468842984E-3	-3.322132118E-3	-1.634688538E-1	1.635394008E-1
9.111096688E1	-6.081690142E-3	-6.819698978E-3	-1.592781544E-1	1.595400442E-1
9.112100688E1	-2.254712622E-4	1.596175670E-3	-1.607756263E-1	1.607837076E-1
9.113104788E1	2.161060099E-4	-5.403535324E-3	-1.499980384E-1	1.500954910E-1
9.114108788E1	-8.133934357E-3	-1.377857996E-2	-1.559855872E-1	1.568040611E-1
9.115109788E1	-1.884204716E-2	1.101569748E-3	-1.516451991E-1	1.528152564E-1
9.116113788E1	-7.994248144E-3	2.221663292E-3	-1.414669508E-1	1.417100630E-1
9.117117788E1	-9.468723499E-3	-2.269633301E-3	-1.523953968E-1	1.527061392E-1
9.118121887E1	-3.572387809E-3	-5.866415533E-3	-1.502997547E-1	1.504566152E-1
9.119125888E1	-1.430033661E-3	-6.420964552E-3	-1.514972645E-1	1.516400176E-1
9.120129888E1	6.315629589E-3	3.161607776E-4	-1.522457081E-1	1.523769759E-1
9.121130888E1	3.349503254E-3	3.631120920E-3	-1.514972645E-1	1.515777865E-1
9.122134888E1	-6.302536165E-3	-8.958267854E-3	-1.537425953E-1	1.541322748E-1
9.123138888E1	-1.357346603E-3	-9.207765805E-3	-1.508979249E-1	1.511846853E-1
9.124142988E1	-5.736324121E-5	2.623659368E-3	-1.498501039E-1	1.498730813E-1
9.125146987E1	1.828490573E-3	4.598085936E-3	-1.486525941E-1	1.487349303E-1
9.126150988E1	-5.281983474E-3	-3.173685931E-3	-1.482029432E-1	1.483309948E-1
9.127151988E1	2.437832684E-3	-9.222557433E-3	-1.562855494E-1	1.565764080E-1
9.128155988E1	-2.978213055E-3	-1.705130311E-3	-1.580818141E-1	1.581190601E-1
9.129160088E1	-4.143628230E-3	-1.393432603E-3	-1.589799464E-1	1.590400411E-1
9.130164088E1	-3.265283363E-3	-8.544609323E-4	-1.610761732E-1	1.611115320E-1
9.131168088E1	-3.341282320E-3	3.334511770E-4	-1.655668348E-1	1.656008821E-1
9.132169087E1	-1.010522661E-2	5.555202048E-3	-1.544898695E-1	1.549196425E-1
9.133173088E1	-1.190790721E-2	-1.487408322E-3	-1.592799085E-1	1.597313366E-1
9.134177188E1	-3.473861083E-3	-4.935246441E-3	-1.652674574E-1	1.653776189E-1
9.135181188E1	-2.466283043E-3	2.380867442E-3	-1.555376905E-1	1.555754616E-1
9.136185188E1	-8.608632337E-3	2.752526519E-3	-1.462575746E-1	1.465365588E-1
9.137189188E1	-4.670010115E-3	-8.402645322E-3	-1.562855494E-1	1.565809260E-1
9.138190188E1	8.681482135E-4	-8.648205539E-3	-1.651177686E-1	1.653463718E-1
9.139194188E1	2.422922855E-3	-1.298464228E-2	-1.549389356E-1	1.555009494E-1
9.140198288E1	2.799697675E-3	-1.279730297E-2	-1.567346156E-1	1.572811145E-1
9.141202288E1	1.134331286E-3	5.309226131E-4	-1.586805689E-1	1.586855114E-1
9.142206288E1	3.038642087E-3	8.546957346E-3	-1.604774183E-1	1.607335858E-1
9.143210388E1	1.949730077E-3	4.837689302E-3	-1.633220887E-1	1.634053529E-1
9.144211288E1	-2.438574436E-3	2.345921192E-4	-1.494010377E-1	1.494211221E-1
9.145215388E1	3.505472022E-3	3.912157291E-3	-1.606282765E-1	1.607141453E-1
9.146219387E1	-6.408677976E-3	-3.537793877E-3	-1.726039588E-1	1.727591206E-1
9.147223388E1	-6.738757297E-3	-9.007590031E-4	-1.583841151E-1	1.585299660E-1
9.148227388E1	-5.544561144E-3	7.051102538E-4	-1.586829078E-1	1.587813105E-1
9.149228388E1	-6.701042756E-3	-3.380439822E-3	-1.597307289E-1	1.599069639E-1
9.150232488E1	4.631574379E-3	-9.098262987E-3	-1.604785877E-1	1.608030068E-1
9.151236488E1	3.644713413E-3	-6.158831134E-3	-1.627239186E-1	1.628812107E-1
9.152238667E1	2.628439352E-3	-1.163193005E-2	-1.601786256E-1	1.606219244E-1
9.153242667E1	3.032559041E-3	-9.402715629E-3	-1.630215418E-1	1.633206373E-1
9.154246767E1	7.307426428E-4	3.070770367E-3	-1.690090907E-1	1.690385647E-1
9.155247667E1	-3.189123379E-3	4.483731757E-3	-1.655656654E-1	1.656570672E-1
9.156251767E1	-6.554259370E-3	3.291169284E-3	-1.529918128E-1	1.531675060E-1
9.157255767E1	-3.313624533E-3	4.442349002E-3	-1.525427467E-1	1.526433888E-1
9.158259767E1	-7.108575985E-3	1.314910892E-3	-1.612246925E-1	1.613866856E-1
9.159263867E1	-6.848326923E-3	-8.666213136E-5	-1.535899830E-1	1.537426095E-1
9.160264767E1	-7.138910700E-3	8.461788995E-3	-1.603259754E-1	1.607077606E-1
9.161268867E1	-3.425933329E-3	5.502558835E-3	-1.579315406E-1	1.580645017E-1
9.162272867E1	-4.496736102E-3	1.737244315E-3	-1.586799842E-1	1.587531922E-1
9.163276867E1	1.103273663E-3	-1.117055733E-3	-1.526924354E-1	1.527005070E-1
9.164280867E1	-3.327903959E-3	-1.666264599E-3	-1.514943409E-1	1.515400498E-1
9.165284967E1	-6.454077266E-3	-7.815214852E-3	-1.529912281E-1	1.533266075E-1
9.166285967E1	-5.927592027E-3	2.132443003E-3	-1.495478028E-1	1.496804228E-1
9.167289967E1	-5.549178388E-3	-2.074815952E-3	-1.574807203E-1	1.575921175E-1
9.168293967E1	-8.056221778E-3	-1.748609841E-3	-1.609241456E-1	1.611351637E-1
9.169297967E1	-9.352788744E-3	6.139389141E-3	-1.522416151E-1	1.526521409E-1
9.170302067E1	-1.884843113E-3	-2.836434064E-3	-1.633185804E-1	1.633540838E-1
9.171306067E1	1.214013303E-3	1.110477615E-3	-1.600260133E-1	1.600344710E-1
9.172307067E1	-6.365947049E-3	3.529023053E-3	-1.553856629E-1	1.555560462E-1
9.173311067E1	-6.964451827E-3	6.137676090E-3	-1.543372571E-1	1.546161816E-1
9.174315067E1	-7.783000919E-4	-5.829929821E-3	-1.580794752E-1	1.581888564E-1
9.175319167E1	-1.149082372E-3	-8.461195137E-3	-1.577806824E-1	1.580115691E-1
9.176323167E1	1.595219787E-3	-1.167579331E-3	-1.697557801E-1	1.697672903E-1
9.177324167E1	-7.350209888E-3	-2.107089842E-3	-1.639173353E-1	1.640955765E-1
9.178328167E1	-1.011825494E-2	-2.507861657E-4	-1.637682313E-1	1.640806983E-1
9.179332167E1	-5.146259548E-3	2.586113848E-3	-1.520925111E-1	1.522015239E-1
9.180336167E1	-7.514994589E-3	1.057310893E-2	-1.495483875E-1	1.501099130E-1
9.181340267E1	-4.558954131E-3	1.006941242E-2	-1.525427467E-1	1.529426909E-1
9.182344267E1	-5.613353293E-3	9.354046695E-3	-1.640681934E-1	1.644304717E-1
9.183345267E1	1.032712502E-3	-4.304596824E-3	-1.490987366E-1	1.491644372E-1
9.184349267E1	-8.422613792E-3	-3.935902468E-3	-1.487987745E-1	1.490889233E-1
9.185353267E1	-4.502804872E-3	-1.841004984E-3	-1.559838331E-1	1.560596704E-1
9.186357367E1	1.069952528E-2	-6.747124982E-3	-1.597248816E-1	1.602249711E-1
9.187361367E1	4.385888824E-3	-6.979793916E-4	-1.538864368E-1	1.539505071E-1
9.188365367E1	-1.219440936E-2	-3.803102151E-3	-1.490969825E-1	1.496431669E-1
9.189366367E1	-4.569123375E-3	-8.376958687E-4	-1.496951526E-1	1.497672105E-1
9.190370367E1	-4.099510588E-3	4.862599354E-4	-1.573292774E-1	1.573834298E-1
9.191374467E1	1.014932455E-3	1.074846145E-3	-1.613708729E-1	1.613776440E-1
9.192378467E1	-3.498357148E-3	-4.048237531E-4	-1.627169019E-1	1.627550078E-1
9.193382467E1	-2.826561748E-3	2.913009748E-4	-1.592734766E-1	1.592988219E-1
9.194383467E1	-1.152941991E-2	2.585579376E-3	-1.577771741E-1	1.582189920E-1
9.195387467E1	-3.116843457E-3	-4.528842112E-3	-1.540343714E-1	1.541324518E-1
9.196391467E1	1.477416379E-3	-3.962397664E-3	-1.464002466E-1	1.464613108E-1
9.197395567E1	-4.276522194E-3	2.618995300E-3	-1.508909082E-1	1.509742162E-1
9.198399567E1	-1.192293524E-3	4.269609461E-3	-1.537349939E-1	1.537988930E-1
9.199403567E1	-4.524123226E-4	-6.221848587E-4	-1.487952662E-1	1.487972547E-1
9.200404567E1	6.083573357E-3	9.331973456E-3	-1.619672889E-1	1.623499253E-1
9.201408567E1	5.634228538E-3	-3.780499008E-4	-1.645119971E-1	1.646088839E-1
9.202412667E1	1.249594239E-3	3.841606979E-3	-1.621163929E-1	1.621667175E-1
9.203416667E1	2.325909325E-3	-1.298214351E-3	-1.595710999E-1	1.595933305E-1
9.204420667E1	-7.302021750E-3	2.514896588E-4	-1.532835889E-1	1.534576208E-1
9.205424667E1	-4.193328421E-3	1.320776381E-3	-1.549289954E-1	1.549913612E-1
9.206425667E1	-6.993757569E-3	-1.304701106E-3	-1.607662708E-1	1.609236114E-1
9.207429767E1	-1.194013199E-2	-5.101412432E-3	-1.654072058E-1	1.659160477E-1
9.208433767E1	-1.662942992E-3	-3.236255706E-3	-1.534326929E-1	1.534758286E-1
9.209437767E1	4.004270066E-3	-8.734525060E-3	-1.508885694E-1	1.511942012E-1
9.210441767E1	-3.446987874E-4	-4.986226852E-3	-1.504395032E-1	1.505225079E-1
9.211442767E1	4.236102460E-3	3.277633893E-3	-1.576245618E-1	1.577155348E-1
9.212446767E1	-1.370338671E-3	4.957936378E-4	-1.658580261E-1	1.658644280E-1
9.213450867E1	-2.440538735E-4	5.055036703E-3	-1.681039417E-1	1.681801063E-1
9.214454867E1	-3.945439311E-3	4.155465416E-3	-1.615176380E-1	1.616192493E-1
9.215458867E1	-2.597727195E-3	-3.683732157E-3	-1.606189209E-1	1.606821578E-1
9.216462967E1	1.063997961E-3	-9.864481213E-4	-1.567270142E-1	1.567337301E-1
9.217463867E1	-8.763652645E-3	1.142550507E-3	-1.444519544E-1	1.447220583E-1
9.218467967E1	-7.943545247E-3	2.389021567E-3	-1.565755713E-1	1.567951430E-1
9.219471967E1	-1.229392280E-2	2.531949445E-3	-1.529830420E-1	1.534971089E-1
9.220475967E1	-6.777514515E-3	-8.962685242E-3	-1.564264673E-1	1.568295384E-1
9.221479967E1	-9.838340047E-5	-1.287628150E-2	-1.622637427E-1	1.627738631E-1
9.222484067E1	2.539777804E-3	9.316852922E-4	-1.625637048E-1	1.625862130E-1
9.223484967E1	-4.092421410E-3	-6.416085782E-3	-1.505886072E-1	1.507807769E-1
9.224489067E1	1.413634619E-3	-1.644807602E-2	-1.589711756E-1	1.598260687E-1
9.225493067E1	-3.203197525E-3	-1.777115017E-3	-1.634630066E-1	1.635040463E-1
9.226497067E1	-6.847249414E-3	-4.287475445E-3	-1.523860413E-1	1.526000421E-1
9.227501167E1	7.534577051E-4	-3.831872279E-3	-1.459494263E-1	1.460016643E-1
9.228502067E1	9.353931920E-4	3.073077276E-4	-1.531344849E-1	1.531376500E-1
9.229506167E1	-3.437630616E-3	4.673661198E-5	-1.571749109E-1	1.572125062E-1
9.230510167E1	-6.209325038E-3	9.831819031E-4	-1.549301648E-1	1.550576613E-1
9.231514167E1	-1.099989629E-2	-6.294481969E-4	-1.618158460E-1	1.621905112E-1
9.232518267E1	2.164730026E-3	3.426614553E-3	-1.538823438E-1	1.539357121E-1
9.233522267E1	-5.200411389E-3	6.782514341E-3	-1.585232788E-1	1.587535093E-1
9.234523267E1	-9.612131602E-5	-6.124282312E-3	-1.664579505E-1	1.665706017E-1
9.235527267E1	-7.422486955E-3	-7.843400259E-4	-1.619667041E-1	1.621385881E-1
9.236531267E1	-5.834696672E-3	-1.104755110E-2	-1.606200904E-1	1.611052622E-1
9.237535267E1	-2.372978840E-3	-4.874618123E-3	-1.484958887E-1	1.485948246E-1
9.238539367E1	1.283052989E-3	7.465158496E-3	-1.496933985E-1	1.498849171E-1
9.239543367E1	-1.567496904E-3	5.128400987E-3	-1.540349561E-1	1.541282753E-1
9.240544367E1	-1.945990485E-3	1.599886368E-2	-1.541840601E-1	1.550241107E-1
9.241548367E1	-3.541342463E-3	1.283813298E-2	-1.598734009E-1	1.604271270E-1
9.242552367E1	2.114946467E-3	1.101794500E-2	-1.613702881E-1	1.617598158E-1
9.243556467E1	-1.592223945E-3	2.969956147E-3	-1.556821167E-1	1.557185836E-1
9.244560467E1	-1.254528683E-3	7.591864918E-3	-1.610709107E-1	1.612546078E-1
9.245561467E1	-4.114349326E-3	2.510862923E-3	-1.574783814E-1	1.575521276E-1
9.246565467E1	-4.480932916E-3	-6.532047945E-3	-1.628665906E-1	1.630591081E-1
9.247569467E1	-7.925407458E-3	-1.620203158E-2	-1.597225428E-1	1.607377012E-1
9.248573467E1	-1.222404971E-3	-4.889350366E-3	-1.646616858E-1	1.647387957E-1
9.249577567E1	-5.744098520E-3	7.073760498E-3	-1.586729676E-1	1.589343996E-1
9.250581567E1	-5.587032828E-3	1.477714735E-3	-1.585226941E-1	1.586280023E-1
9.251582567E1	2.677271026E-3	-3.988257889E-3	-1.646605164E-1	1.647305668E-1
9.252585679E1	-6.172287153E-3	-5.743244849E-4	-1.568772876E-1	1.569997145E-1
9.253589679E1	-6.642024136E-3	5.218836400E-3	-1.520872486E-1	1.523216462E-1
9.254593779E1	6.307110013E-3	-1.941088303E-3	-1.546319568E-1	1.547727028E-1
9.255597779E1	7.881080539E-3	4.626234798E-3	-1.597213733E-1	1.599825946E-1
9.256601779E1	5.616587534E-4	1.969218892E-3	-1.579256934E-1	1.579389690E-1
9.257602779E1	6.345519482E-4	3.385706884E-3	-1.529847962E-1	1.530235718E-1
9.258606779E1	1.591750287E-4	5.121443714E-3	-1.517872864E-1	1.518737464E-1
9.259610879E1	-7.817657663E-3	-7.886934606E-4	-1.550798535E-1	1.552787776E-1
9.260614879E1	-1.365906436E-3	-8.626927156E-4	-1.555295044E-1	1.555378947E-1
9.261618879E1	-2.035948528E-3	1.434299159E-3	-1.642114502E-1	1.642303342E-1
9.262619879E1	-1.126149638E-2	-2.758328053E-3	-1.655598181E-1	1.659653068E-1
9.263623879E1	1.913859350E-3	5.366880591E-3	-1.462505579E-1	1.463615112E-1
9.264627879E1	2.370774714E-3	-2.044058684E-3	-1.595734388E-1	1.596041388E-1
9.265631979E1	-1.850152679E-5	-6.885329406E-3	-1.640646851E-1	1.642091015E-1
9.266635979E1	3.511037726E-3	-2.317859125E-3	-1.567305225E-1	1.567869782E-1
9.267639979E1	3.524123726E-4	-5.774353864E-4	-1.484970582E-1	1.484985990E-1
9.268640979E1	-1.274909999E-4	-4.562655464E-5	-1.525386536E-1	1.525387137E-1
9.269644979E1	2.908273732E-3	7.007476827E-3	-1.579274476E-1	1.581095869E-1
9.270649079E1	-3.580935936E-3	-1.880980753E-3	-1.556827015E-1	1.557352392E-1
9.271653079E1	-8.078022642E-4	-1.658859649E-3	-1.504441810E-1	1.504554949E-1
9.272657079E1	-4.921186285E-3	-5.623934241E-3	-1.505932850E-1	1.507785933E-1
9.273661179E1	-8.650308024E-3	4.935826594E-4	-1.531391627E-1	1.533840754E-1
9.274662079E1	-8.928677174E-3	1.101158615E-3	-1.525404078E-1	1.528054640E-1
9.275666179E1	-4.832982979E-3	1.745617711E-3	-1.568807960E-1	1.569649293E-1
9.276670179E1	-2.604707594E-3	-6.939411582E-4	-1.577783436E-1	1.578013680E-1
9.277674179E1	-8.478556914E-4	3.551429766E-3	-1.559826636E-1	1.560253917E-1
9.278678179E1	4.126003215E-3	4.063412882E-3	-1.643646473E-1	1.644666304E-1
9.279679179E1	8.427176219E-3	7.174026542E-3	-1.534367859E-1	1.538354031E-1
9.280683179E1	-5.157922574E-3	1.162440176E-3	-1.538858521E-1	1.539766570E-1
9.281687279E1	-1.143812683E-2	-4.310348108E-3	-1.621181470E-1	1.625782994E-1
9.282691279E1	-1.271529577E-3	-6.833832795E-3	-1.537355787E-1	1.538926451E-1
9.283695279E1	5.505680015E-3	5.394590911E-3	-1.486467469E-1	1.488464628E-1
9.284699379E1	-5.347304981E-3	7.796074357E-3	-1.564305604E-1	1.567159617E-1
